10/11/2020 09:00,Livingston,Edith Gray,"Regular Chai latte - 2.30, Large Flavoured latte - Caramel - 2.85",5.15,CASH,
10/11/2020 09:00,Livingston,Alma Lynch," Speciality Tea - English breakfast - 1.30,  Babyccino - 0.00, Large Flavoured hot chocolate - Caramel - 2.90, Regular Luxury hot chocolate - 2.40",6.60,CARD,6011211390386284
10/11/2020 09:01,Livingston,Alexandra Kelley," Smoothies - Glowing Greens - 2.00, Large Americano - 2.25,  Flat white - 2.15, Regular Filter coffee - 1.50,  Iced latte - 2.35",10.25,CARD,7025848574735906
10/11/2020 09:01,Livingston,Ida Nielsen,"Large Hot chocolate - 2.90, Large Flavoured hot chocolate - Caramel - 2.90, Large Latte - 2.45,  Red label tea - 1.20",9.45,CASH,
10/11/2020 09:02,Livingston,Ida Lutz," Flavoured iced latte - Hazelnut - 2.75,  Iced americano - 2.15,  Smoothies - Carrot Kick - 2.00, Large Flavoured hot chocolate - Caramel - 2.90",9.80,CARD,8918719338196244
10/11/2020 09:03,Livingston,Ines Martin," Mocha - 2.30",2.30,CARD,3070628469270003
10/11/2020 09:03,Livingston,Jayden Jennings,"Regular Flavoured hot chocolate - Vanilla - 2.60,  Flavoured iced latte - Vanilla - 2.75",5.35,CASH,
10/11/2020 09:04,Livingston,Hunter Thompson,"Regular Chai latte - 2.30,  Speciality Tea - Darjeeling - 1.30,  Speciality Tea - Fruit - 1.30,  Speciality Tea - Earl Grey - 1.30, Large Flavoured hot chocolate - Caramel - 2.90",9.10,CARD,6011148382064345
10/11/2020 09:05,Livingston,Stella Cooper,"Regular Flavoured latte - Vanilla - 2.55,  Red label tea - 1.20,  Glass of milk - 0.70",4.45,CASH,
10/11/2020 09:05,Livingston,Megan Lewis," Speciality Tea - Earl Grey - 1.30",1.30,CARD,7003887006978216
10/11/2020 09:06,Livingston,Diana Paul," Frappes - Chocolate Cookie - 2.75,  Speciality Tea - Darjeeling - 1.30,  Red label tea - 1.20,  Frappes - Strawberries & Cream - 2.75, Large Flavoured latte - Caramel - 2.85",10.85,CASH,
10/11/2020 09:07,Livingston,Jen Lewis," Smoothies - Carrot Kick - 2.00,  Flat white - 2.15,  Speciality Tea - Earl Grey - 1.30,  Cortado - 2.05, Large Latte - 2.45",9.95,CASH,
10/11/2020 09:07,Livingston,Isaac Ellis,"Regular Espresso - 1.50,  Smoothies - Carrot Kick - 2.00, Large Flavoured hot chocolate - Caramel - 2.90, Large Hot chocolate - 2.90,  Mocha - 2.30",11.60,CARD,6011172029521586
10/11/2020 09:08,Livingston,Alexis Charles,"Large Flavoured latte - Gingerbread - 2.85,  Smoothies - Berry Beautiful - 2.00",4.85,CASH,
10/11/2020 09:08,Livingston,Attila Roger,"Regular Flavoured hot chocolate - Caramel - 2.60, Large Cappuccino - 2.45, Regular Filter coffee - 1.50, Large Luxury hot chocolate - 2.70,  Speciality Tea - Earl Grey - 1.30",10.55,CASH,
10/11/2020 09:09,Livingston,Marcelle Dupont," Iced latte - 2.35, Regular Flavoured hot chocolate - Hazelnut - 2.60,  Smoothies - Carrot Kick - 2.00, Regular Filter coffee - 1.50",8.45,CARD,6011703558258927
10/11/2020 09:10,Livingston,Ibrahim Homme," Smoothies - Carrot Kick - 2.00",2.00,CARD,8592961541188
10/11/2020 09:10,Livingston,Adam Wood,"Regular Americano - 1.95",1.95,CARD,6011445463581963
10/11/2020 09:11,Livingston,Sara Lopez," Smoothies - Glowing Greens - 2.00, Large Luxury hot chocolate - 2.70,  Smoothies - Glowing Greens - 2.00",6.70,CASH,
10/11/2020 09:12,Livingston,Lena Heinke," Frappes - Strawberries & Cream - 2.75, Regular Luxury hot chocolate - 2.40,  Speciality Tea - Darjeeling - 1.30",6.45,CARD,54565119177299649
10/11/2020 09:12,Livingston,Eve Gautier,"Large Filter coffee - 1.80,  Iced latte - 2.35,  Speciality Tea - English breakfast - 1.30,  Speciality Tea - Peppermint - 1.30,  Speciality Tea - Darjeeling - 1.30",8.05,CARD,6011598198395013
10/11/2020 09:13,Livingston,Yanis Gautier," Glass of milk - 0.70,  Cortado - 2.05,  Speciality Tea - Green - 1.30,  Speciality Tea - Camomile - 1.30,  Flat white - 2.15",7.50,CARD,1270212711470486
10/11/2020 09:14,Livingston,Meg Wilhelm,"Regular Chai latte - 2.30, Large Flavoured latte - Hazelnut - 2.85",5.15,CARD,591667032286103
10/11/2020 09:14,Livingston,Jenny Gomez," Flavoured iced latte - Caramel - 2.75, Large Flavoured latte - Gingerbread - 2.85,  Cortado - 2.05,  Speciality Tea - Fruit - 1.30,  Flavoured iced latte - Hazelnut - 2.75",11.70,CASH,
10/11/2020 09:15,Livingston,Ibrahim Nicolas," Speciality Tea - Darjeeling - 1.30,  Smoothies - Glowing Greens - 2.00",3.30,CASH,
10/11/2020 09:15,Livingston,Kristen Burns," Glass of milk - 0.70",.70,CASH,
10/11/2020 09:16,Livingston,Lucy Hopkins," Speciality Tea - Fruit - 1.30,  Smoothies - Berry Beautiful - 2.00, Large Chai latte - 2.60, Large Luxury hot chocolate - 2.70,  Iced latte - 2.35",10.95,CARD,4419587799383
10/11/2020 09:17,Livingston,Lloyd Fisher," Frappes - Chocolate Cookie - 2.75,  Speciality Tea - English breakfast - 1.30,  Smoothies - Berry Beautiful - 2.00",6.05,CARD,8080998749966561
10/11/2020 09:17,Livingston,Ann Mitchell," Glass of milk - 0.70,  Speciality Tea - Earl Grey - 1.30,  Flat white - 2.15,  Cortado - 2.05",6.20,CARD,6011056490944315
10/11/2020 09:18,Livingston,Kevin Beck,"Regular Flavoured latte - Caramel - 2.55, Regular Hot chocolate - 2.20,  Frappes - Strawberries & Cream - 2.75",7.50,CARD,0811430654805
10/11/2020 09:19,Livingston,Naomi Green," Iced americano - 2.15",2.15,CARD,3213626997001
10/11/2020 09:19,Livingston,Selin Tornes,"Large Chai latte - 2.60,  Frappes - Strawberries & Cream - 2.75,  Speciality Tea - Green - 1.30",6.65,CARD,372283065338401
10/11/2020 09:20,Livingston,Oliver Kowalski," Flat white - 2.15,  Babyccino - 0.00,  Smoothies - Berry Beautiful - 2.00,  Frappes - Strawberries & Cream - 2.75",6.90,CARD,3322016571781251
10/11/2020 09:21,Livingston,Sebastian Gil," Mocha - 2.30,  Smoothies - Glowing Greens - 2.00,  Speciality Tea - Peppermint - 1.30,  Speciality Tea - Darjeeling - 1.30",6.90,CASH,
10/11/2020 09:21,Livingston,Annabelle Harris," Hot chocolate - 1.40, Large Cappuccino - 2.45,  Glass of milk - 0.70, Regular Filter coffee - 1.50, Regular Hot chocolate - 2.20",8.25,CARD,6011103111528550
10/11/2020 09:22,Livingston,Fernando Rhodes," Smoothies - Carrot Kick - 2.00, Large Luxury hot chocolate - 2.70, Large Flavoured hot chocolate - Hazelnut - 2.90",7.60,CASH,
10/11/2020 09:22,Livingston,Minttu Salmela," Speciality Tea - Camomile - 1.30,  Speciality Tea - Darjeeling - 1.30",2.60,CASH,
10/11/2020 09:23,Livingston,Natalie Moreno,"Regular Luxury hot chocolate - 2.40,  Flat white - 2.15,  Cortado - 2.05",6.60,CASH,
10/11/2020 09:24,Livingston,Amar Picard," Cortado - 2.05,  Hot chocolate - 1.40,  Smoothies - Glowing Greens - 2.00, Regular Flavoured latte - Hazelnut - 2.55,  Iced americano - 2.15",10.15,CARD,18106968053715758
10/11/2020 09:24,Livingston,Helge Hjorth,"Large Chai latte - 2.60, Large Luxury hot chocolate - 2.70",5.30,CARD,678826739734539
10/11/2020 09:25,Livingston,Augustas Risvik,"Regular Flavoured hot chocolate - Hazelnut - 2.60, Large Flavoured latte - Hazelnut - 2.85, Large Hot chocolate - 2.90,  Speciality Tea - Peppermint - 1.30",9.65,CASH,
10/11/2020 09:26,Livingston,Brandy Jennings,"Large Luxury hot chocolate - 2.70,  Glass of milk - 0.70,  Hot chocolate - 1.40",4.80,CASH,
10/11/2020 09:26,Livingston,Lola Chapman," Smoothies - Glowing Greens - 2.00,  Frappes - Chocolate Cookie - 2.75",4.75,CASH,
10/11/2020 09:27,Livingston,Alco Plooij," Speciality Tea - English breakfast - 1.30,  Glass of milk - 0.70,  Speciality Tea - English breakfast - 1.30, Large Flavoured hot chocolate - Hazelnut - 2.90, Regular Luxury hot chocolate - 2.40",8.60,CARD,2691605651603712
10/11/2020 09:28,Livingston,Marie Jensen,"Large Americano - 2.25,  Speciality Tea - Peppermint - 1.30, Large Flavoured latte - Vanilla - 2.85,  Speciality Tea - Fruit - 1.30",7.70,CASH,
10/11/2020 09:28,Livingston,Calvin Watkins,"Large Flavoured hot chocolate - Vanilla - 2.90,  Frappes - Strawberries & Cream - 2.75",5.65,CARD,5580309923823
10/11/2020 09:29,Livingston,Inaya Lemaire," Smoothies - Berry Beautiful - 2.00, Regular Cappuccino - 2.15",4.15,CARD,4537269504682102
10/11/2020 09:29,Livingston,Ramon Bell," Speciality Tea - Fruit - 1.30, Large Luxury hot chocolate - 2.70, Large Americano - 2.25,  Speciality Tea - Darjeeling - 1.30,  Iced americano - 2.15",9.70,CARD,6011084865727579
10/11/2020 09:30,Livingston,Claude Chevalier," Speciality Tea - Peppermint - 1.30,  Flavoured iced latte - Hazelnut - 2.75, Large Flavoured latte - Vanilla - 2.85,  Speciality Tea - English breakfast - 1.30, Large Flavoured hot chocolate - Hazelnut - 2.90",11.10,CASH,
10/11/2020 09:31,Livingston,Jeremey Langenberg," Speciality Tea - Peppermint - 1.30,  Iced americano - 2.15",3.45,CARD,200743143217552
10/11/2020 09:31,Livingston,Erik Olson," Speciality Tea - Earl Grey - 1.30,  Iced latte - 2.35,  Speciality Tea - English breakfast - 1.30,  Frappes - Strawberries & Cream - 2.75, Regular Cappuccino - 2.15",9.85,CARD,5919953609690816
10/11/2020 09:32,Livingston,Pamela Renard," Speciality Tea - English breakfast - 1.30,  Speciality Tea - Earl Grey - 1.30,  Speciality Tea - English breakfast - 1.30,  Smoothies - Berry Beautiful - 2.00",5.90,CARD,7168630822511
10/11/2020 09:33,Livingston,Florentine Peter," Flavoured iced latte - Vanilla - 2.75,  Smoothies - Carrot Kick - 2.00,  Speciality Tea - Peppermint - 1.30",6.05,CARD,9220123926416768
10/11/2020 09:33,Livingston,Birgit Mercier,"Regular Flavoured latte - Gingerbread - 2.55,  Speciality Tea - Fruit - 1.30",3.85,CARD,2972855653914754
10/11/2020 09:34,Livingston,Gabriel Herrera," Iced latte - 2.35,  Speciality Tea - Darjeeling - 1.30, Large Espresso - 1.80",5.45,CASH,
10/11/2020 09:35,Livingston,Burkard Pausch," Flavoured iced latte - Vanilla - 2.75",2.75,CASH,
10/11/2020 09:35,Livingston,Gail Nguyen," Hot chocolate - 1.40, Regular Flavoured latte - Caramel - 2.55",3.95,CASH,
10/11/2020 09:36,Livingston,Arnaud Chow," Iced latte - 2.35, Regular Flavoured latte - Caramel - 2.55,  Cortado - 2.05, Large Flavoured hot chocolate - Hazelnut - 2.90",9.85,CARD,3124150924245164
10/11/2020 09:37,Livingston,Rebecca Lynch," Smoothies - Glowing Greens - 2.00",2.00,CARD,2007833266781385
10/11/2020 09:37,Livingston,Avery Thompson," Smoothies - Carrot Kick - 2.00",2.00,CARD,2002748014199253
10/11/2020 09:38,Livingston,Felix Wong,"Regular Flavoured latte - Gingerbread - 2.55,  Speciality Tea - English breakfast - 1.30,  Cortado - 2.05,  Hot chocolate - 1.40,  Smoothies - Glowing Greens - 2.00",9.30,CARD,4908401740361514
10/11/2020 09:38,Livingston,Johnny Jennings," Speciality Tea - English breakfast - 1.30,  Frappes - Coffee - 2.75",4.05,CARD,8734158365657
10/11/2020 09:39,Livingston,Niilo Kivela," Mocha - 2.30,  Smoothies - Glowing Greens - 2.00,  Red label tea - 1.20",5.50,CARD,52853064646842546
10/11/2020 09:40,Livingston,Frederik Johansen,"Large Hot chocolate - 2.90,  Cortado - 2.05,  Speciality Tea - English breakfast - 1.30,  Frappes - Coffee - 2.75,  Frappes - Chocolate Cookie - 2.75",11.75,CARD,8571834303775827
10/11/2020 09:40,Livingston,Macit Yorulmaz," Speciality Tea - English breakfast - 1.30,  Speciality Tea - Green - 1.30,  Smoothies - Glowing Greens - 2.00,  Speciality Tea - Camomile - 1.30",5.90,CASH,
10/11/2020 09:41,Livingston,Freddie Hoffman,"Regular Cappuccino - 2.15, Regular Cappuccino - 2.15, Regular Hot chocolate - 2.20",6.50,CARD,6011156122100075
10/11/2020 09:42,Livingston,Jurema Ribeiro,"Large Flavoured hot chocolate - Caramel - 2.90,  Smoothies - Carrot Kick - 2.00,  Iced latte - 2.35, Large Espresso - 1.80, Regular Latte - 2.15",11.20,CASH,
10/11/2020 09:42,Livingston,Lachlan Morris," Frappes - Chocolate Cookie - 2.75",2.75,CARD,6011692958741320
10/11/2020 09:43,Livingston,Benito Santiago," Flavoured iced latte - Vanilla - 2.75",2.75,CASH,
10/11/2020 09:44,Livingston,Melissa Brunet,"Regular Flavoured latte - Caramel - 2.55, Regular Flavoured latte - Gingerbread - 2.55,  Iced latte - 2.35, Regular Flavoured latte - Hazelnut - 2.55",10.00,CARD,3019454581786510
10/11/2020 09:44,Livingston,Finn Clarke," Speciality Tea - Darjeeling - 1.30, Large Chai latte - 2.60, Regular Filter coffee - 1.50",5.40,CARD,145252071311040
10/11/2020 09:45,Livingston,Umberto Marie,"Large Flavoured hot chocolate - Vanilla - 2.90,  Flavoured iced latte - Vanilla - 2.75",5.65,CARD,0394169780942
10/11/2020 09:45,Livingston,Daniel Mortensen," Speciality Tea - Darjeeling - 1.30, Regular Luxury hot chocolate - 2.40,  Speciality Tea - Darjeeling - 1.30",5.00,CASH,
10/11/2020 09:46,Livingston,Luke Ruiz," Speciality Tea - Camomile - 1.30",1.30,CARD,999438852119341
10/11/2020 09:47,Livingston,Lisa Macrae,"Large Latte - 2.45,  Smoothies - Glowing Greens - 2.00",4.45,CARD,1201831226600
10/11/2020 09:47,Livingston,Elise Gietema," Red label tea - 1.20,  Speciality Tea - Peppermint - 1.30,  Mocha - 2.30,  Speciality Tea - English breakfast - 1.30",6.10,CASH,
10/11/2020 09:48,Livingston,Claire Moulin," Speciality Tea - Darjeeling - 1.30, Regular Flavoured latte - Vanilla - 2.55",3.85,CARD,7445510084098
10/11/2020 09:49,Livingston,Kasper Larsen," Smoothies - Berry Beautiful - 2.00,  Speciality Tea - Camomile - 1.30,  Babyccino - 0.00,  Frappes - Strawberries & Cream - 2.75",6.05,CARD,6011875406845843
10/11/2020 09:49,Livingston,Victor Gomez," Cortado - 2.05,  Speciality Tea - Earl Grey - 1.30, Regular Hot chocolate - 2.20, Large Flavoured latte - Caramel - 2.85",8.40,CASH,
10/11/2020 09:50,Livingston,Luukas Wallo,"Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Latte - 2.15,  Iced latte - 2.35",7.10,CARD,5264925303126716
10/11/2020 09:51,Livingston,Lewis Reid," Frappes - Chocolate Cookie - 2.75,  Speciality Tea - Peppermint - 1.30, Regular Espresso - 1.50",5.55,CARD,6011106703764267
10/11/2020 09:51,Livingston,Gabriela Heimdal," Speciality Tea - Darjeeling - 1.30",1.30,CARD,6011366780123632
10/11/2020 09:52,Livingston,Otto Hiltunen,"Regular Flavoured latte - Gingerbread - 2.55",2.55,CARD,3077483999400672
10/11/2020 09:52,Livingston,Ella Lahti," Iced americano - 2.15,  Frappes - Coffee - 2.75",4.90,CARD,1528058519563598
10/11/2020 09:53,Livingston,Fardou Nederlof,"Large Luxury hot chocolate - 2.70, Large Chai latte - 2.60,  Mocha - 2.30",7.60,CARD,9684354023379559
10/11/2020 09:54,Livingston,Jessica Banks,"Large Luxury hot chocolate - 2.70,  Speciality Tea - English breakfast - 1.30, Regular Luxury hot chocolate - 2.40,  Speciality Tea - Peppermint - 1.30",7.70,CASH,
10/11/2020 09:54,Livingston,Aapo Paavola," Speciality Tea - Fruit - 1.30, Regular Flavoured latte - Caramel - 2.55,  Speciality Tea - Fruit - 1.30",5.15,CASH,
10/11/2020 09:55,Livingston,Zoe Lavoie,"Large Latte - 2.45,  Cortado - 2.05,  Flavoured iced latte - Hazelnut - 2.75,  Speciality Tea - English breakfast - 1.30,  Hot chocolate - 1.40",9.95,CASH,
10/11/2020 09:56,Livingston,Leo Cox,"Regular Luxury hot chocolate - 2.40",2.40,CASH,
10/11/2020 09:56,Livingston,Holger Zach," Glass of milk - 0.70, Large Flavoured hot chocolate - Caramel - 2.90,  Speciality Tea - English breakfast - 1.30, Large Flavoured latte - Gingerbread - 2.85",7.75,CASH,
10/11/2020 09:57,Livingston,Alfredo Riviere,"Large Filter coffee - 1.80,  Speciality Tea - Earl Grey - 1.30,  Speciality Tea - Peppermint - 1.30",4.40,CARD,8685168830238051
10/11/2020 09:58,Livingston,Elaine Watkins,"Large Flavoured hot chocolate - Caramel - 2.90, Regular Flavoured hot chocolate - Caramel - 2.60,  Speciality Tea - Peppermint - 1.30",6.80,CASH,
10/11/2020 09:58,Livingston,Antonino Gaillard,"Regular Luxury hot chocolate - 2.40,  Smoothies - Carrot Kick - 2.00,  Iced latte - 2.35",6.75,CASH,
10/11/2020 09:59,Livingston,Fabienne Eickhoff," Smoothies - Berry Beautiful - 2.00,  Flavoured iced latte - Vanilla - 2.75, Large Flavoured latte - Gingerbread - 2.85,  Speciality Tea - Peppermint - 1.30",8.90,CARD,6011214935210487
10/11/2020 09:59,Livingston,Katharina Fabre,"Large Flavoured latte - Gingerbread - 2.85, Regular Chai latte - 2.30,  Flavoured iced latte - Vanilla - 2.75",7.90,CARD,2064491327128109
10/11/2020 10:00,Livingston,Faith Terry," Speciality Tea - Peppermint - 1.30, Regular Americano - 1.95",3.25,CARD,9786698248369
10/11/2020 10:01,Livingston,Aminda Naas," Iced americano - 2.15, Large Flavoured latte - Caramel - 2.85",5.00,CARD,5605829578745374
10/11/2020 10:01,Livingston,Lydia Aamot," Smoothies - Carrot Kick - 2.00",2.00,CASH,
10/11/2020 10:02,Livingston,Pauline Bremer,"Regular Latte - 2.15, Large Flavoured hot chocolate - Caramel - 2.90,  Smoothies - Berry Beautiful - 2.00,  Smoothies - Carrot Kick - 2.00",9.05,CARD,8163151850901949
10/11/2020 10:03,Livingston,Roman Lewis," Flavoured iced latte - Hazelnut - 2.75, Large Latte - 2.45,  Glass of milk - 0.70,  Flavoured iced latte - Vanilla - 2.75,  Speciality Tea - Peppermint - 1.30",9.95,CARD,569603448583122
10/11/2020 10:03,Livingston,Trond Undheim," Speciality Tea - English breakfast - 1.30",1.30,CARD,7062265816890
10/11/2020 10:04,Livingston,Aiden Slawa,"Large Espresso - 1.80",1.80,CARD,6011187803491774
10/11/2020 10:04,Livingston,Manon Thomas,"Regular Flavoured latte - Hazelnut - 2.55,  Speciality Tea - Peppermint - 1.30, Large Flavoured latte - Gingerbread - 2.85",6.70,CARD,6011424096720541
10/11/2020 10:05,Livingston,Chad Wood," Flavoured iced latte - Hazelnut - 2.75,  Speciality Tea - Peppermint - 1.30, Regular Hot chocolate - 2.20, Regular Luxury hot chocolate - 2.40,  Smoothies - Berry Beautiful - 2.00",10.65,CARD,5854261885927750
10/11/2020 10:06,Livingston,Brunhild Wolfrum,"Regular Flavoured latte - Vanilla - 2.55",2.55,CARD,6011132625281852
10/11/2020 10:06,Livingston,Felix Ramos," Speciality Tea - Green - 1.30, Large Luxury hot chocolate - 2.70,  Babyccino - 0.00",4.00,CARD,41771245394544
10/11/2020 10:07,Livingston,Lily Clark," Hot chocolate - 1.40",1.40,CARD,6879121338573900
10/11/2020 10:07,Livingston,Arentje Curfs," Red label tea - 1.20, Regular Espresso - 1.50, Regular Chai latte - 2.30,  Smoothies - Berry Beautiful - 2.00,  Glass of milk - 0.70",7.70,CARD,336302317792620
10/11/2020 10:08,Livingston,Selma Olsen," Flavoured iced latte - Hazelnut - 2.75,  Smoothies - Glowing Greens - 2.00,  Frappes - Chocolate Cookie - 2.75",7.50,CARD,6905710418479
10/11/2020 10:09,Livingston,Britney Jackson," Frappes - Chocolate Cookie - 2.75",2.75,CASH,
10/11/2020 10:09,Livingston,Eneias Novaes," Flavoured iced latte - Caramel - 2.75",2.75,CARD,101521293097988
10/11/2020 10:10,Livingston,Roger Adam," Speciality Tea - Camomile - 1.30",1.30,CARD,6011068139718047
10/11/2020 10:10,Livingston,Angel Gomez,"Regular Flavoured latte - Vanilla - 2.55, Regular Chai latte - 2.30,  Smoothies - Berry Beautiful - 2.00,  Hot chocolate - 1.40",8.25,CARD,2268555220969569
10/11/2020 10:11,Livingston,Curtis Howard," Speciality Tea - Fruit - 1.30",1.30,CARD,667964832063775
10/11/2020 10:12,Livingston,Giuseppe Knecht," Glass of milk - 0.70, Regular Chai latte - 2.30,  Glass of milk - 0.70,  Iced latte - 2.35",6.05,CARD,22906281567347
10/11/2020 10:12,Livingston,Imane Epping,"Large Flavoured hot chocolate - Hazelnut - 2.90,  Iced americano - 2.15,  Flat white - 2.15, Large Cappuccino - 2.45, Regular Flavoured hot chocolate - Caramel - 2.60",12.25,CARD,5058798940668911
10/11/2020 10:13,Livingston,Roope Pulkkinen,"Large Flavoured latte - Hazelnut - 2.85, Large Cappuccino - 2.45,  Frappes - Coffee - 2.75, Large Luxury hot chocolate - 2.70,  Glass of milk - 0.70",11.45,CASH,
10/11/2020 10:13,Livingston,Julie Hill," Smoothies - Carrot Kick - 2.00,  Glass of milk - 0.70",2.70,CARD,0210190810635648
10/11/2020 10:14,Livingston,Neea Kivi,"Large Chai latte - 2.60,  Iced latte - 2.35",4.95,CARD,5392513027696
10/11/2020 10:15,Livingston,Julia Gordon,"Regular Flavoured latte - Hazelnut - 2.55, Large Filter coffee - 1.80,  Smoothies - Carrot Kick - 2.00, Large Luxury hot chocolate - 2.70",9.05,CARD,5997868494330543
10/11/2020 10:15,Livingston,Caleb Martin,"Large Latte - 2.45,  Speciality Tea - Green - 1.30,  Flavoured iced latte - Vanilla - 2.75, Large Americano - 2.25,  Smoothies - Berry Beautiful - 2.00",10.75,CASH,
10/11/2020 10:16,Livingston,Dwayne Fuller,"Regular Luxury hot chocolate - 2.40,  Frappes - Coffee - 2.75,  Flavoured iced latte - Hazelnut - 2.75",7.90,CASH,
10/11/2020 10:16,Livingston,Cameron Lewis,"Regular Flavoured latte - Vanilla - 2.55, Regular Flavoured latte - Vanilla - 2.55",5.10,CASH,
10/11/2020 10:17,Livingston,Milton Jackson," Flat white - 2.15,  Smoothies - Berry Beautiful - 2.00",4.15,CARD,1395357534111
10/11/2020 10:18,Livingston,Isabella Chan," Mocha - 2.30, Regular Hot chocolate - 2.20,  Speciality Tea - English breakfast - 1.30",5.80,CASH,
10/11/2020 10:18,Livingston,Philip Williams," Flavoured iced latte - Hazelnut - 2.75,  Flavoured iced latte - Caramel - 2.75, Large Chai latte - 2.60, Regular Luxury hot chocolate - 2.40",10.50,CARD,4728704142710391
10/11/2020 10:19,Livingston,Marloe Wijn," Iced americano - 2.15,  Flavoured iced latte - Vanilla - 2.75,  Frappes - Strawberries & Cream - 2.75,  Mocha - 2.30",9.95,CARD,6011482204909720
10/11/2020 10:20,Livingston,Valon Martinez," Flavoured iced latte - Hazelnut - 2.75, Regular Hot chocolate - 2.20, Regular Flavoured hot chocolate - Caramel - 2.60,  Red label tea - 1.20",8.75,CARD,9684989262198799
10/11/2020 10:20,Livingston,Joanne Curtis," Flat white - 2.15,  Smoothies - Berry Beautiful - 2.00,  Speciality Tea - Camomile - 1.30, Regular Filter coffee - 1.50, Large Americano - 2.25",9.20,CARD,6011267335003847
10/11/2020 10:21,Livingston,Joel Kemppainen," Flavoured iced latte - Vanilla - 2.75,  Flat white - 2.15",4.90,CARD,6011254031486010
